id;name;full_name;owner;private;html_url;description;fork;url;forks_url;keys_url;collaborators_url;teams_url;hooks_url;issue_events_url;events_url;assignees_url;branches_url;tags_url;blobs_url;git_tags_url;git_refs_url;trees_url;statuses_url;languages_url;stargazers_url;contributors_url;subscribers_url;subscription_url;commits_url;git_commits_url;comments_url;issue_comment_url;contents_url;compare_url;merges_url;archive_url;downloads_url;issues_url;pulls_url;milestones_url;notifications_url;labels_url;releases_url;deployments_url;created_at;updated_at;pushed_at;git_url;ssh_url;clone_url;svn_url;homepage;size;stargazers_count;watchers_count;language;has_issues;has_projects;has_downloads;has_wiki;has_pages;forks_count;mirror_url;open_issues_count;forks;open_issues;watchers;default_branch;score;id_gitsearch;dt_clone;cd_classe;git_commit1;git_commit2;git_commit3;git_commit4;git_commit5;git_commit6;git_commit7;git_commit8;git_commit9;git_commit10;dt_issues;SHA_clone
128623167;spring-boot-react-demo;jon1410/spring-boot-react-demo;"NamedUser(login=""jon1410"")";False;https://github.com/jon1410/spring-boot-react-demo;;False;https://api.github.com/repos/jon1410/spring-boot-react-demo;https://api.github.com/repos/jon1410/spring-boot-react-demo/forks;https://api.github.com/repos/jon1410/spring-boot-react-demo/keys{/key_id};https://api.github.com/repos/jon1410/spring-boot-react-demo/collaborators{/collaborator};https://api.github.com/repos/jon1410/spring-boot-react-demo/teams;https://api.github.com/repos/jon1410/spring-boot-react-demo/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 15:54:56;;;;;;;57;0;0;Shell;;;;;;;;;;;;;;1;2018-05-12 15:09:54;;;;;;;;;;;;2018-07-19 04:41:01;
89386914;MVC;a08maheshwari/MVC;"NamedUser(login=""a08maheshwari"")";False;https://github.com/a08maheshwari/MVC;;False;https://api.github.com/repos/a08maheshwari/MVC;https://api.github.com/repos/a08maheshwari/MVC/forks;https://api.github.com/repos/a08maheshwari/MVC/keys{/key_id};https://api.github.com/repos/a08maheshwari/MVC/collaborators{/collaborator};https://api.github.com/repos/a08maheshwari/MVC/teams;https://api.github.com/repos/a08maheshwari/MVC/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 17:32:20;;;;;;;66538;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:30:50;;;;;;;;;;;;2018-07-19 04:41:05;
8484604;ORCID-Source;ORCID/ORCID-Source;"NamedUser(login=""ORCID"")";False;https://github.com/ORCID/ORCID-Source;ORCID Open Source Project;False;https://api.github.com/repos/ORCID/ORCID-Source;https://api.github.com/repos/ORCID/ORCID-Source/forks;https://api.github.com/repos/ORCID/ORCID-Source/keys{/key_id};https://api.github.com/repos/ORCID/ORCID-Source/collaborators{/collaborator};https://api.github.com/repos/ORCID/ORCID-Source/teams;https://api.github.com/repos/ORCID/ORCID-Source/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 21:14:15;;;;;;;120480;129;129;Java;;;;;;;;;;;;;;1;2018-05-12 15:29:56;;;;;;;;;;;;2018-07-16 14:10:24;8d0863c1f9b3f3fbe2aef4cb23d0c6bf0d527b35
126748057;togglz-sb2-demo;ruifigueira/togglz-sb2-demo;"NamedUser(login=""ruifigueira"")";False;https://github.com/ruifigueira/togglz-sb2-demo;;False;https://api.github.com/repos/ruifigueira/togglz-sb2-demo;https://api.github.com/repos/ruifigueira/togglz-sb2-demo/forks;https://api.github.com/repos/ruifigueira/togglz-sb2-demo/keys{/key_id};https://api.github.com/repos/ruifigueira/togglz-sb2-demo/collaborators{/collaborator};https://api.github.com/repos/ruifigueira/togglz-sb2-demo/teams;https://api.github.com/repos/ruifigueira/togglz-sb2-demo/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 21:14:18;;;;;;;47;0;0;Shell;;;;;;;;;;;;;;1;2018-05-12 15:09:38;;;;;;;;;;;;2018-07-19 04:41:09;7396a5f812592106349a06af51e5de2ad1c198af
126371844;spring_security-good-one;naimishk/spring_security-good-one;"NamedUser(login=""naimishk"")";False;https://github.com/naimishk/spring_security-good-one;;False;https://api.github.com/repos/naimishk/spring_security-good-one;https://api.github.com/repos/naimishk/spring_security-good-one/forks;https://api.github.com/repos/naimishk/spring_security-good-one/keys{/key_id};https://api.github.com/repos/naimishk/spring_security-good-one/collaborators{/collaborator};https://api.github.com/repos/naimishk/spring_security-good-one/teams;https://api.github.com/repos/naimishk/spring_security-good-one/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 22:52:02;;;;;;;66438;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:34;;;;;;;;;;;;2018-07-19 04:41:12;
126279499;onap-sdc;aroundble/onap-sdc;"NamedUser(login=""aroundble"")";False;https://github.com/aroundble/onap-sdc;;False;https://api.github.com/repos/aroundble/onap-sdc;https://api.github.com/repos/aroundble/onap-sdc/forks;https://api.github.com/repos/aroundble/onap-sdc/keys{/key_id};https://api.github.com/repos/aroundble/onap-sdc/collaborators{/collaborator};https://api.github.com/repos/aroundble/onap-sdc/teams;https://api.github.com/repos/aroundble/onap-sdc/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:07:01;;;;;;;157637;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:29;;;;;;;;;;;;2018-07-19 04:41:16;d049ca05bbfb6fa6b86b2a093b09ffc1fc0a6e37
43232872;logistics;esign-consulting/logistics;"NamedUser(login=""esign-consulting"")";False;https://github.com/esign-consulting/logistics;Demo application to create maps with routes in order to find out the best way to deliver products.;False;https://api.github.com/repos/esign-consulting/logistics;https://api.github.com/repos/esign-consulting/logistics/forks;https://api.github.com/repos/esign-consulting/logistics/keys{/key_id};https://api.github.com/repos/esign-consulting/logistics/collaborators{/collaborator};https://api.github.com/repos/esign-consulting/logistics/teams;https://api.github.com/repos/esign-consulting/logistics/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:07:48;;;;;;;279;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:17:34;;;;;;;;;;;;2018-07-16 14:10:29;2f245c69093517bcea88f973e083e764b5ba2c3e
111040798;research-code;onyas/research-code;"NamedUser(login=""onyas"")";False;https://github.com/onyas/research-code;;False;https://api.github.com/repos/onyas/research-code;https://api.github.com/repos/onyas/research-code/forks;https://api.github.com/repos/onyas/research-code/keys{/key_id};https://api.github.com/repos/onyas/research-code/collaborators{/collaborator};https://api.github.com/repos/onyas/research-code/teams;https://api.github.com/repos/onyas/research-code/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:08:01;;;;;;;37;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:06:51;;;;;;;;;;;;2018-07-19 04:41:20;6ccb39a195cc10470dbefbbd901a1a6fe78fa363
53135203;FredBoat;Frederikam/FredBoat;"NamedUser(login=""Frederikam"")";False;https://github.com/Frederikam/FredBoat;A Discord music bot;False;https://api.github.com/repos/Frederikam/FredBoat;https://api.github.com/repos/Frederikam/FredBoat/forks;https://api.github.com/repos/Frederikam/FredBoat/keys{/key_id};https://api.github.com/repos/Frederikam/FredBoat/collaborators{/collaborator};https://api.github.com/repos/Frederikam/FredBoat/teams;https://api.github.com/repos/Frederikam/FredBoat/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:26:23;;;;;;;11823;193;193;Java;;;;;;;;;;;;;;1;2018-05-12 15:21:18;;;;;;;;;;;;2018-07-16 14:23:15;0d4ab23a1949fc3caaf1c9af04c2784538a40d5c
124541856;invitationserviceTest;Hobba/invitationserviceTest;"NamedUser(login=""Hobba"")";False;https://github.com/Hobba/invitationserviceTest;;False;https://api.github.com/repos/Hobba/invitationserviceTest;https://api.github.com/repos/Hobba/invitationserviceTest/forks;https://api.github.com/repos/Hobba/invitationserviceTest/keys{/key_id};https://api.github.com/repos/Hobba/invitationserviceTest/collaborators{/collaborator};https://api.github.com/repos/Hobba/invitationserviceTest/teams;https://api.github.com/repos/Hobba/invitationserviceTest/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:29:44;;;;;;;12355;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:12;;;;;;;;;;;;2018-07-19 04:41:24;c43742a3edbacc23e88ec52cb7ad46da4dea8985
124219716;toggle-app;piotrkosyoo/toggle-app;"NamedUser(login=""piotrkosyoo"")";False;https://github.com/piotrkosyoo/toggle-app;Simple toggle example;False;https://api.github.com/repos/piotrkosyoo/toggle-app;https://api.github.com/repos/piotrkosyoo/toggle-app/forks;https://api.github.com/repos/piotrkosyoo/toggle-app/keys{/key_id};https://api.github.com/repos/piotrkosyoo/toggle-app/collaborators{/collaborator};https://api.github.com/repos/piotrkosyoo/toggle-app/teams;https://api.github.com/repos/piotrkosyoo/toggle-app/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:29:53;;;;;;;24;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:06;;;;;;;;;;;;2018-07-19 04:41:27;28283e4637f0723c579ed49f7fb028196117bfc6
122897037;springboot-study;ChopinLin/springboot-study;"NamedUser(login=""ChopinLin"")";False;https://github.com/ChopinLin/springboot-study;springboot 整合学习;False;https://api.github.com/repos/ChopinLin/springboot-study;https://api.github.com/repos/ChopinLin/springboot-study/forks;https://api.github.com/repos/ChopinLin/springboot-study/keys{/key_id};https://api.github.com/repos/ChopinLin/springboot-study/collaborators{/collaborator};https://api.github.com/repos/ChopinLin/springboot-study/teams;https://api.github.com/repos/ChopinLin/springboot-study/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-07 23:29:57;;;;;;;11;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:08:46;;;;;;;;;;;;2018-07-19 04:41:31;342c35d5fd7cf475f2c443b059f9a2e517144810
124260744;tutorials;jaleled/tutorials;"NamedUser(login=""jaleled"")";False;https://github.com/jaleled/tutorials;;False;https://api.github.com/repos/jaleled/tutorials;https://api.github.com/repos/jaleled/tutorials/forks;https://api.github.com/repos/jaleled/tutorials/keys{/key_id};https://api.github.com/repos/jaleled/tutorials/collaborators{/collaborator};https://api.github.com/repos/jaleled/tutorials/teams;https://api.github.com/repos/jaleled/tutorials/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 01:03:08;;;;;;;66115;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:09;;;;;;;;;;;;2018-07-19 04:41:35;
124245472;https-github.com-eugenp-tutorials;GitHubRaju/https-github.com-eugenp-tutorials;"NamedUser(login=""GitHubRaju"")";False;https://github.com/GitHubRaju/https-github.com-eugenp-tutorials;;False;https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials;https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials/forks;https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials/keys{/key_id};https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials/collaborators{/collaborator};https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials/teams;https://api.github.com/repos/GitHubRaju/https-github.com-eugenp-tutorials/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 02:40:56;;;;;;;66108;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:09:07;;;;;;;;;;;;2018-07-19 04:41:39;52d257a5458a5b36c4ee984c3c64fc80b3af1bb1
123831435;meteo;ericcitaire/meteo;"NamedUser(login=""ericcitaire"")";False;https://github.com/ericcitaire/meteo;;False;https://api.github.com/repos/ericcitaire/meteo;https://api.github.com/repos/ericcitaire/meteo/forks;https://api.github.com/repos/ericcitaire/meteo/keys{/key_id};https://api.github.com/repos/ericcitaire/meteo/collaborators{/collaborator};https://api.github.com/repos/ericcitaire/meteo/teams;https://api.github.com/repos/ericcitaire/meteo/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 02:41:13;;;;;;;1891;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:08:59;;;;;;;;;;;;2018-07-19 04:41:42;74c15571cf4e3dc136898340e50ed66ac2eca345
109175311;symplex;pheidotting/symplex;"NamedUser(login=""pheidotting"")";False;https://github.com/pheidotting/symplex;;False;https://api.github.com/repos/pheidotting/symplex;https://api.github.com/repos/pheidotting/symplex/forks;https://api.github.com/repos/pheidotting/symplex/keys{/key_id};https://api.github.com/repos/pheidotting/symplex/collaborators{/collaborator};https://api.github.com/repos/pheidotting/symplex/teams;https://api.github.com/repos/pheidotting/symplex/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:11:31;;;;;;;89301;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:06:26;;;;;;;;;;;;2018-07-16 14:33:16;5dc522a67b3a5585940d763066308d389c6ff9c7
123528727;togglz-demo;TheLoneKing/togglz-demo;"NamedUser(login=""TheLoneKing"")";False;https://github.com/TheLoneKing/togglz-demo;Togglz Demo;False;https://api.github.com/repos/TheLoneKing/togglz-demo;https://api.github.com/repos/TheLoneKing/togglz-demo/forks;https://api.github.com/repos/TheLoneKing/togglz-demo/keys{/key_id};https://api.github.com/repos/TheLoneKing/togglz-demo/collaborators{/collaborator};https://api.github.com/repos/TheLoneKing/togglz-demo/teams;https://api.github.com/repos/TheLoneKing/togglz-demo/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:11:40;;;;;;;69;0;0;Shell;;;;;;;;;;;;;;1;2018-05-12 15:08:54;;;;;;;;;;;;2018-07-19 04:41:46;
123148405;spring-boot-hello-world;rebarrett57/spring-boot-hello-world;"NamedUser(login=""rebarrett57"")";False;https://github.com/rebarrett57/spring-boot-hello-world;;False;https://api.github.com/repos/rebarrett57/spring-boot-hello-world;https://api.github.com/repos/rebarrett57/spring-boot-hello-world/forks;https://api.github.com/repos/rebarrett57/spring-boot-hello-world/keys{/key_id};https://api.github.com/repos/rebarrett57/spring-boot-hello-world/collaborators{/collaborator};https://api.github.com/repos/rebarrett57/spring-boot-hello-world/teams;https://api.github.com/repos/rebarrett57/spring-boot-hello-world/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:11:56;;;;;;;23;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:08:49;;;;;;;;;;;;2018-07-16 14:33:25;0ee96da59c866d038a2b7087c1bc09df41a8c173
121644868;breuni-workshop;Wasilewskiii/breuni-workshop;"NamedUser(login=""Wasilewskiii"")";False;https://github.com/Wasilewskiii/breuni-workshop;;False;https://api.github.com/repos/Wasilewskiii/breuni-workshop;https://api.github.com/repos/Wasilewskiii/breuni-workshop/forks;https://api.github.com/repos/Wasilewskiii/breuni-workshop/keys{/key_id};https://api.github.com/repos/Wasilewskiii/breuni-workshop/collaborators{/collaborator};https://api.github.com/repos/Wasilewskiii/breuni-workshop/teams;https://api.github.com/repos/Wasilewskiii/breuni-workshop/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:12:17;;;;;;;1766;0;0;Java;;;;;;;;;;;;;;1;2018-05-12 15:08:36;;;;;;;;;;;;2018-07-19 04:41:50;5609fa1445d0a0e42b0695feea9449349cdf1bf4
121552656;arch-playground-spring;BeneStem/arch-playground-spring;"NamedUser(login=""BeneStem"")";False;https://github.com/BeneStem/arch-playground-spring;;False;https://api.github.com/repos/BeneStem/arch-playground-spring;https://api.github.com/repos/BeneStem/arch-playground-spring/forks;https://api.github.com/repos/BeneStem/arch-playground-spring/keys{/key_id};https://api.github.com/repos/BeneStem/arch-playground-spring/collaborators{/collaborator};https://api.github.com/repos/BeneStem/arch-playground-spring/teams;https://api.github.com/repos/BeneStem/arch-playground-spring/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:12:55;;;;;;;3203;2;2;Java;;;;;;;;;;;;;;1;2018-05-12 15:08:34;;;;;;;;;;;;2018-07-16 14:33:58;5b0eb4750126d72a5b25a0d9cfe7ffb013884cdf
120047392;playApp;tdumas0613/playApp;"NamedUser(login=""tdumas0613"")";False;https://github.com/tdumas0613/playApp;;False;https://api.github.com/repos/tdumas0613/playApp;https://api.github.com/repos/tdumas0613/playApp/forks;https://api.github.com/repos/tdumas0613/playApp/keys{/key_id};https://api.github.com/repos/tdumas0613/playApp/collaborators{/collaborator};https://api.github.com/repos/tdumas0613/playApp/teams;https://api.github.com/repos/tdumas0613/playApp/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:13:02;;;;;;;70;0;0;Shell;;;;;;;;;;;;;;1;2018-05-12 15:08:19;;;;;;;;;;;;2018-07-19 04:41:53;352efe5a084de2d8d073d6874eb5a2cd1df5bf49
25745061;vyllage;tylerbenson/vyllage;"NamedUser(login=""tylerbenson"")";False;https://github.com/tylerbenson/vyllage;;False;https://api.github.com/repos/tylerbenson/vyllage;https://api.github.com/repos/tylerbenson/vyllage/forks;https://api.github.com/repos/tylerbenson/vyllage/keys{/key_id};https://api.github.com/repos/tylerbenson/vyllage/collaborators{/collaborator};https://api.github.com/repos/tylerbenson/vyllage/teams;https://api.github.com/repos/tylerbenson/vyllage/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 04:57:39;;;;;;;52969;4;4;Java;;;;;;;;;;;;;;1;2018-05-12 15:12:41;;;;;;;;;;;;2018-07-16 15:05:23;1f3f050a4bae4a2b2e0f35aad18477103796a0d2
85057381;hneu-personal-account;orozdolskyi/hneu-personal-account;"NamedUser(login=""orozdolskyi"")";False;https://github.com/orozdolskyi/hneu-personal-account;;False;https://api.github.com/repos/orozdolskyi/hneu-personal-account;https://api.github.com/repos/orozdolskyi/hneu-personal-account/forks;https://api.github.com/repos/orozdolskyi/hneu-personal-account/keys{/key_id};https://api.github.com/repos/orozdolskyi/hneu-personal-account/collaborators{/collaborator};https://api.github.com/repos/orozdolskyi/hneu-personal-account/teams;https://api.github.com/repos/orozdolskyi/hneu-personal-account/hooks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-08 05:00:26;;;;;;;16149;1;1;HTML;;;;;;;;;;;;;;1;2018-05-12 15:29:57;;;;;;;;;;;;2018-07-16 15:05:58;
