project,sha,merge_effort
vipshop/Saturn,fc95cadc04f52475244532034aa3792bfa7474c9,0
vipshop/Saturn,202a7d95c7d14e0e743ee6f1211ae2cd0e4b55dc,0
vipshop/Saturn,abef2ebe40b6f4d97b962045f06528a06ef2559a,0
vipshop/Saturn,eea7d50fdbaee5285c4c62bbce924c42bbe08b46,0
vipshop/Saturn,2d343e66d410dc756ce149b3d019dc6ccec0d6d0,0
vipshop/Saturn,658d9581e843904229d14b63cc87b0b5700c4148,0
vipshop/Saturn,2bd20bbe09672ee8574a6d78f8c45cb29ffea3ff,0
vipshop/Saturn,20e142ee704769310162442629b422a55ee56840,0
vipshop/Saturn,0ac91d952d2d0606ab8dd69d1a9f83e1fcc5c26a,0
vipshop/Saturn,1ed1e16f4a4b7f00fd6063cb616f00acd7f73e46,0
vipshop/Saturn,2352393b813961517d80bb1f993ec22b1004258e,0
vipshop/Saturn,d89d8526f0d0e5b4162099e3ae3dc9161ecbae06,0
vipshop/Saturn,b84df91fecb3a8aa545be93f55feb762bb729d3e,0
vipshop/Saturn,77e89953acc3a503f696516e4bf27904165c3124,0
vipshop/Saturn,37cbf60094a85f7bba4e5942ec3feacaff855db4,0
vipshop/Saturn,e27faa1d01b0cf87fcc756c9aa49b7437cb86ec1,0
vipshop/Saturn,d455defe9d6cace8c677e1096982066dc1166cb4,0
vipshop/Saturn,49d0e679f9d582c4be2305e32009fcfc79063d76,0
vipshop/Saturn,4dc04b1cadee7903c330cd82c9dfc89e4c16333c,0
vipshop/Saturn,f6ddc9036f6807ef651fc21dd4dc9cbf94cdada6,0
vipshop/Saturn,97bb7619289b7551da0f9e6fc1f32f47539fa873,0
vipshop/Saturn,bed6ee55d9c0b1e5d485d6e183e1a618dc597868,0
vipshop/Saturn,f945f3e28a0776ab44703ae483a363cf11ed195b,0
vipshop/Saturn,e8fede40701158c824ea26be1b625aef1e971756,0
vipshop/Saturn,21988fddf5a2797f7cb2efdd568a1cbc0345e0ca,0
vipshop/Saturn,3ad468e2b09224a6c6839dea95302f9965b205c5,0
vipshop/Saturn,cf7ec47042fbf54310b762038b66173b4b68477c,0
vipshop/Saturn,1cd9bc360f3297671e2e1328c00a4c7c4db0b5fb,0
vipshop/Saturn,de1eb354d6a5cdf338eb2e01430886cb4540c364,0
vipshop/Saturn,452495c53aca1bd659f95088c8306bb303000843,0
vipshop/Saturn,646ad6b9c65b57846bd262c75b98a79a3a7776ff,0
vipshop/Saturn,130cebdf0da8103fca934f35034851f2ee476c8e,0
vipshop/Saturn,22b61bcb01f0d5189a9bf1586be2c460e0d3267e,0
vipshop/Saturn,ce208a4eaccc7d419a2f660874d972603c7f9f16,0
vipshop/Saturn,2c4e62e476c745ecf40450c5eee183b4958b0946,0
vipshop/Saturn,160029e2cd24080310f5ce59011d18d2a7c343dc,0
vipshop/Saturn,7ee84ba058ac4e535f5014220de87b8848de46cc,0
vipshop/Saturn,cb85ad828524ef979a3b3f6b6e66555ba2c6eb83,0
vipshop/Saturn,ea7b6549c40ad66ca8ec688b7c9079108636078c,0
vipshop/Saturn,cec1ddcf529a527a3b445d7f57258e565f6f9fae,0
vipshop/Saturn,5bb4564f8a25758d0abd6dbf738e5c84c04dc3a7,0
vipshop/Saturn,f72f28eec8232c5ba409c52c029adff6ba6dc795,0
vipshop/Saturn,d5dee27ea443346045d6d164d7bf54d861ca3025,0
vipshop/Saturn,62f5ba36bd5a614745978579e19070d385fb5d1f,0
vipshop/Saturn,d4b390e642e4a474fb2b877ec939d6de523ffdb0,20
vipshop/Saturn,65939816e1a00964448b6c6a16937f87dc85d0cf,0
vipshop/Saturn,3035748848258451db01adef0c18888d8fde6c18,0
vipshop/Saturn,5ef96f5e03d71efb08e645021d4ccd8a0dc02539,0
vipshop/Saturn,6f0d30cdce4a38fb7290ec6bfe4a5c22717bf649,0
vipshop/Saturn,1ac2640c77f15e1e92e1fad45f1570d218be69da,0
vipshop/Saturn,e6855faf28eaac119b8d5926abfab013f3c87eef,0
vipshop/Saturn,3d47de1ea34944ff08d519ada02cdbfd06f57244,0
vipshop/Saturn,9b16218c24062e66a90ab75254e0b417235a2974,0
vipshop/Saturn,bd6d7803fa2ad9a2e074c0cfc34e386cc1fc2138,0
vipshop/Saturn,70c72a5e59c691a41295f1354d6712d99e8b6970,0
vipshop/Saturn,ecde42f58d5e87f72b836b634dcf285f1244d2b4,0
vipshop/Saturn,086ee875045792f386ba80128c233c86af808936,0
vipshop/Saturn,2a3dd7abb08cc170df1b2e45d253828f9000bf61,0
vipshop/Saturn,142b2b0dfcd72dd014c4b8d6d82f7b09100215d6,0
vipshop/Saturn,9139883c7745bdf8cafdf10a4528ce8763162bbe,0
vipshop/Saturn,f94d49c48de62ef212b2d48c4b517fc15b4f5af0,0
vipshop/Saturn,e822e9be5ea282c15bf524e3a36aabf35cbe911a,0
vipshop/Saturn,ebb57d82dfd07111e1f9764db6fae0be389d13d6,0
vipshop/Saturn,b874d531629e2039e80bcc30b68eaf6282f646d9,0
vipshop/Saturn,40a31384f14bcc78119434f757fa12c482b1d63a,0
vipshop/Saturn,061588a433fa5c7d5637bbd4f8586c92ea8e3b1b,0
vipshop/Saturn,6ef84409f0fc666a03f20c693c7ce5fef3ee11e3,0
vipshop/Saturn,1a4e244d01a8df81d89b706d719e8456f0a3636b,0
vipshop/Saturn,9d0baf11c2e87ef3f0846cd4a7f475243ce67eaf,0
vipshop/Saturn,dce8ddaaef227e25623b7bef94c908111b69da25,0
vipshop/Saturn,f1da09806a04e244a496d528680fafe2718b59bf,0
vipshop/Saturn,cf281de792b51b173bd9a1e1a6fec8f60cdd1b1f,0
vipshop/Saturn,972de09d703710d0ca7dd8c76a421edd8d950c31,0
vipshop/Saturn,c75b3c807553edce647169ea7acbde02a69d7ab6,0
vipshop/Saturn,be63ba07e9800bbd2e5a00a9701f8ee927cddc8a,0
vipshop/Saturn,0951f76a634587909aa2db8affddccdd39fe0d1c,0
vipshop/Saturn,a0422331d76514f6b0a27c233f781b11fd5760f5,0
vipshop/Saturn,650ed74809aa1fb36f971bfcc343a4d60f20f8e7,0
vipshop/Saturn,27ad37b3e31ae76284c01e2589328ac62bf3a4d2,0
vipshop/Saturn,d198182825e66fcecec725543377267cc62ddfb7,0
vipshop/Saturn,a93bb9a15eb8cf4e6aa33b0806628015a0604766,0
vipshop/Saturn,8ff69fa6432ad6a248022aede594de52dd2f2384,0
vipshop/Saturn,383783b0714bc967f6cd400296e64c43bd324595,0
vipshop/Saturn,637df3402efb0532a1e6f998df8175a6f6262970,0
vipshop/Saturn,5458a4b90d040bc9473b7e044be216cf3d7c4e06,0
vipshop/Saturn,31cb3c245b8520a282b1827f0af5a80914a26094,0
vipshop/Saturn,6e041b636bf7695776cf5ec1927d987013430819,0
vipshop/Saturn,3009eec097b22d6d6704f26e4434acef8779df30,0
vipshop/Saturn,eaa78afadc3cb511d4b95ca80b49a1717435303c,0
vipshop/Saturn,487f8adcc54811f3c37ef36d41d3da64beda25ac,0
vipshop/Saturn,4152c0497d49b2f84665330ad8adcf28b694178b,0
vipshop/Saturn,bbd306c3504c641917657f8e9e88e4fe8407f704,0
vipshop/Saturn,f742e7dc8649aebf3c686fa020989e545ea20554,0
vipshop/Saturn,df05c861a4ad68ec43622a20fdbba085b19ddacc,0
vipshop/Saturn,a74cf1750203f720b3b7d82b094531444047d566,0
vipshop/Saturn,a0627aafa762d403c1515fa4c148a945eae3fed1,0
vipshop/Saturn,524d5915fddea127b3a69966476d68343aa9d6ea,0
vipshop/Saturn,83e3c32e82511fafb439587d30fb4f1f4610c754,0
vipshop/Saturn,484638b341cf43e12efaae90888f5439541f4af5,0
vipshop/Saturn,57d18b972d1563abd08357681ee4b1a1b9956d5d,0
vipshop/Saturn,328d41cde1bf6292d9c90886c34f3e83fef05af7,0
vipshop/Saturn,472a93d83a1af8139f3d76a1d4a34b4888c87135,0
vipshop/Saturn,20d5b98a5affce2b3dba6fa2975afd4da863b1a7,0
vipshop/Saturn,d50debf02ae0867a1b185e9b2ddd99cc1594d7f5,0
vipshop/Saturn,956686c12f2b1e8f7546f473630ac5d9589e6e8e,0
vipshop/Saturn,076f3d6e9c935ef954361e06101b943a2df46575,0
vipshop/Saturn,f4e0fd486451810278bdc5243fd2940ace469168,0
vipshop/Saturn,77150d4278172fbfc72f68a5de96ec4234436a9a,0
vipshop/Saturn,e8f873c9f426ba39107328f448ade4d469cbb50f,0
vipshop/Saturn,fb6c068ce43fa7c8595797713a12ac8a500e4565,0
vipshop/Saturn,6d91af11c8e18567c55dd1e7c2301867b6b95bed,0
vipshop/Saturn,ad76545de742739970b4eb882a067bff1e57f24c,0
vipshop/Saturn,f8f9d7a9aabfb027ef71880761d7908ef11c4a68,0
vipshop/Saturn,54902967c01dce6b631e57e3b6f19343b6b4111d,0
vipshop/Saturn,2236e93bb12216aec3cae6846f7b0513450d9b91,0
vipshop/Saturn,48eb7ae1a96040dbcdd451d4373597f7fcbd4c56,0
vipshop/Saturn,76c57687f34d9296e3b6c5d52c3f2eb1eb6b4365,0
vipshop/Saturn,0a67fc843a74ae4f7e08c8aadb29279f9c59a3b6,0
vipshop/Saturn,704432933453b699cea99502149e2c5c1083519a,0
vipshop/Saturn,a1bbca78a93d3ec7ba412b9fa11ed651bcfe2ba7,0
vipshop/Saturn,1a257c398e1fc8b07749e59c459c75f4c2ea5b4b,0
vipshop/Saturn,2627ecc7ccf75912483a5ac63069595c952c0a40,0
vipshop/Saturn,230b7a28d9cd38031117864f6f81ef8deabc1410,0
vipshop/Saturn,b548771dda9a767b38654f0e97287639a53362b4,0
vipshop/Saturn,dfec8dd1f8a808e337401d2edfb8c06916f7301a,0
vipshop/Saturn,fa9e40552b4606a805dd6996679bccb473173f86,0
vipshop/Saturn,6bcf6613542ef696d8bc1bba28ebbfb2bc72d6ca,0
vipshop/Saturn,ad81d812be0b099b57d8e9d3572792e94f16131a,0
vipshop/Saturn,99324f0105873ecaa90a92c2124d57a9e1a039cc,0
vipshop/Saturn,b3c3c84eedbb0821f6045e4899fae257a740aaf7,0
vipshop/Saturn,4ee1f8f5c9be84be19aa6a3d34cd7f67917b4567,0
vipshop/Saturn,628e6344112b05bd0a0ceb97e6110200fade6a26,0
vipshop/Saturn,11eb9266f5cb44925fe528a8b84233b8b11af299,9
vipshop/Saturn,481a952f4cfe791de12b2272bcadb8c2d36fb912,2667
vipshop/Saturn,e4ec7ed23ae32e64398c38611062eb8d681ba4a4,0
vipshop/Saturn,22a1bdc5aafaa0706e4b7bccf03c41af33f0b28c,0
vipshop/Saturn,e14df0db99007c790cd4766c9d2eaea0cfb88bb4,0
vipshop/Saturn,ce9803516d7ae40ef8ab437d985fc5d829049fe3,0
vipshop/Saturn,575972a9b5e10e949773e114f898709b55ff68e8,0
vipshop/Saturn,c0f9ed7f1d4c4770a4156f54ebfa9c61a0dce8e6,0
vipshop/Saturn,399e170457d1a2ac75b7fed8e23b3e5484bc2ef6,0
vipshop/Saturn,6c61e4d3d2205ed0c08b5e9baf2d39ce554635bd,0
vipshop/Saturn,7ceb15c88859a63dc94848fd97bc0bc227e351b4,0
vipshop/Saturn,f2824a0c78c47271bd298436e9594bd47354b2ec,0
vipshop/Saturn,f72ce516819febb21ac29b3331e0beb78df29c4e,0
vipshop/Saturn,7d2d9776db4737258800164ea1de6c0396fac16e,0
vipshop/Saturn,8372dfba2969ea30ed9ea15358869f03016e4cf3,0
vipshop/Saturn,b8b11f49579bb4c838132d7043e8775b22173e60,0
vipshop/Saturn,4594c2d82c630a7618deffd31f619610343315d1,0
vipshop/Saturn,67aed3aee15746e255f7994010708d3abfa25e23,0
vipshop/Saturn,1bf9698225e0ec2d136bcab3d8416c46408bc26f,0
vipshop/Saturn,b6ccb5adb347af577b0bdf276d18c6469490c3e4,0
vipshop/Saturn,177e86729ddfba41ee92422492b3a3c85b2a817b,0
vipshop/Saturn,ef68a47df4e2f5adf32ed372a9082d80dcb4c915,0
vipshop/Saturn,0cfa6e5beedde16b080d2f005fd58383e9f05cfd,0
vipshop/Saturn,dcd7af3caad78d28517d35ffcced44776566a8e4,0
vipshop/Saturn,7483bf913a090c8d446abd46f85e75a31b52545a,0
vipshop/Saturn,02f2f441cc5469bca2ac97a2b26bb552e8246674,0
vipshop/Saturn,c5f4760551b499b3eede0107cfd46c3ee72eb88f,0
vipshop/Saturn,e861a353d7e3355580a2d14cbce05c78d6142014,0
vipshop/Saturn,46287a673edb8249c97bb3bd7552016b5c7a7d25,0
vipshop/Saturn,401233b06d753c50c057ae53c467581569f9ee81,0
vipshop/Saturn,34704683d0d6ff52400066f5025cfa0c493b9af4,0
vipshop/Saturn,10ba536e45c08312a622445ccd622017bb234f57,0
vipshop/Saturn,c598d13d394bae32a331bbdff764b4a5c27ddfe3,0
vipshop/Saturn,f7f3c53d9a4d89dbf7d78060612e45c3ecb79f7e,0
vipshop/Saturn,66b81edc5bce55aaee9667f9818c7c599ad6d4fb,0
vipshop/Saturn,24011a931f34a91ac49f3fb76f891a4f235247b0,0
vipshop/Saturn,20c34aadc0a9c6df3202bdc958bfd6fba4143ca8,0
openhab/openhab-addons,53a3283b3a7562d9826b6c44a6d7c67116827e1a,0
openhab/openhab-addons,aa8f7b0dc61ad310c4011cd7af2312e0506f9831,1
openhab/openhab-addons,3654609809e515f219690af02869a23c8336cd82,0
openhab/openhab-addons,85ce2fed897b07225d340e24354a1323f7266415,0
openhab/openhab-addons,d119dc047dd7679ce587131bf87ec78eda8a0148,0
openhab/openhab-addons,0ab40274451ab156ed32377c11dbfeb0dec3cc27,0
openhab/openhab-addons,babac0aeb519eace561b194a3768faba25a72104,0
openhab/openhab-addons,35ab9fa8c7280c0da076d64cbb9dec827fbc23ee,0
openhab/openhab-addons,093bea92c624074f99b0780546b53613ed302edb,0
openhab/openhab-addons,0b958fa223df38542567d848bef53d6a6214b10a,0
openhab/openhab-addons,820f8555f25ddceea52041029502fd24091daa7c,0
openhab/openhab-addons,e50b9787e0e665fb1aef477a045a7551fc2d5ae3,0
openhab/openhab-addons,289f09ecf6cfd7abb87b58de1186717e630837ef,0
openhab/openhab-addons,8fc2c8b8efbb4aa45ced5887eb60a6823276be58,0
openhab/openhab-addons,e1a1118ba13b613e679b71c155eaaa5ab803b103,0
openhab/openhab-addons,061e3975b016c49a06f5795e9b4f4e2fe547f53c,0
openhab/openhab-addons,d11fe15368721af940bedb0d2b3f86c36ccd179a,0
openhab/openhab-addons,f258f55df7f64f869e3d62b24e275d976b940e27,12
openhab/openhab-addons,764c1755af218b26ea56fe6ae537d1316b1f48f3,0
openhab/openhab-addons,42a26d600c6cd5d37ed38626fc7381f50f8668f7,0
openhab/openhab-addons,b0756afdd51a89ea3bdb8d1b3e724e5db6231aea,0
openhab/openhab-addons,a292008421fe4006b8d14788293b22318f0e9b68,4
openhab/openhab-addons,5e55ac0d3cf4532faa8ac335a7307df0aa045bb4,16
openhab/openhab-addons,1389a89aa1783e71cc7ad36c03caf3347cf25612,0
openhab/openhab-addons,eb97edf67be48bd9f7d17a5f953d9cc154b3f481,0
openhab/openhab-addons,301da03490dc61aae6bccfe0a59714fdd45c00a7,0
openhab/openhab-addons,26c7f67dfb8446af7e92a5b73886bbea7dc6d787,0
openhab/openhab-addons,072e53b3b96a7d8232721c1eded9ebbb05efbb4a,0
openhab/openhab-addons,f688a89c527930e75ae81aa539f6b5d055c2632e,0
lightbend/config,665a5fdc3515a06b0b0069df7e945fd49fc6ec70,0
lightbend/config,324085b12b8ba129b279bc7a2befed91cf22dbb8,1
lightbend/config,9e719711c3fff9831b9f460007f82ae505f6dccc,0
lightbend/config,dc2f52aa241086a07bd5ce5d60d8a4bec7171ee5,0
kyleduo/SwitchButton,86a006f3e5b667644ed2d5de893be940eda1cd36,0
kyleduo/SwitchButton,b0b00906580acba6a1a97bc1fc2875ef872bf488,0
locationtech/jts,a7add9387b6b149393891bba98824d5010477d7b,0
AnySoftKeyboard/AnySoftKeyboard,98f782085d53ce716cd915c78a1ca08ae6fa9385,0
AnySoftKeyboard/AnySoftKeyboard,58f7291ef91cafac01d88614b10c7b2e1a956484,0
AnySoftKeyboard/AnySoftKeyboard,0b5ed30d71b68788e5ac9b7bac6d79284fcbbc33,0
AnySoftKeyboard/AnySoftKeyboard,a7e813a13985ffa0ae4799065591cd95e930ef73,0
AnySoftKeyboard/AnySoftKeyboard,f612ec0dbe5da322ad15388fe3424f81e15f8d1e,0
AnySoftKeyboard/AnySoftKeyboard,4c29435f2aca1f709ac55cffd72bd9822cf202ea,0
AnySoftKeyboard/AnySoftKeyboard,65cb7bd8de9e06b35ced54eef3b998c1b280e1f4,0
AnySoftKeyboard/AnySoftKeyboard,e68c6333a35c291e66e048bbeae8035382487efa,0
AnySoftKeyboard/AnySoftKeyboard,d791e404331f4fa44ed7811f01731e23afa79d44,0
AnySoftKeyboard/AnySoftKeyboard,116330750db317ffc952db71987cf5c6880131d0,0
AnySoftKeyboard/AnySoftKeyboard,7e066d967b0edf9933ce25420afc5978a3026909,0
AnySoftKeyboard/AnySoftKeyboard,6a28a52819ac9a289752538b6a069d8b0ff73a15,0
AnySoftKeyboard/AnySoftKeyboard,427d2b7c333da1b7e625239c2a5c86918099fbb8,0
AnySoftKeyboard/AnySoftKeyboard,67abee16a9967f63a28074c4fa556b871884802b,0
AnySoftKeyboard/AnySoftKeyboard,af9a2315d1aaa03bea0311ed852c03dd1cbe6f98,0
AnySoftKeyboard/AnySoftKeyboard,5b3ca273aa62412cb3d43a84042b29ce41700127,3
AnySoftKeyboard/AnySoftKeyboard,6981e353d8f4251fa34dc3a422182e64b0659e9f,0
AnySoftKeyboard/AnySoftKeyboard,c8ddcf2ab361ec9f4f366be000543521000f3074,0
AnySoftKeyboard/AnySoftKeyboard,47397acab3457b97e4ce91a34ba8bd156211d28e,0
AnySoftKeyboard/AnySoftKeyboard,fe9dca32473bb9072dc21eb01778a28e9ce839c9,0
AnySoftKeyboard/AnySoftKeyboard,673fb0be7bc2110fbf3e6514233aee0005bb5554,0
AnySoftKeyboard/AnySoftKeyboard,ff3f6e22a6b80fc6001f2f89c29c4f8a9ee25c95,0
AnySoftKeyboard/AnySoftKeyboard,889a53a77be0de1d245eba5ee8f4e807e56c73ed,0
AnySoftKeyboard/AnySoftKeyboard,0325eca6d9ed79460848ead576020e5ef2cdb2b7,0
AnySoftKeyboard/AnySoftKeyboard,6d7fe70131ec677629248188d6535875fa0833da,0
AnySoftKeyboard/AnySoftKeyboard,ee04ceef881ba6341d58e6339a13e7c0a25e28e7,0
AnySoftKeyboard/AnySoftKeyboard,f4a5541d191d6942f0af9341c382ad27a567ae4d,1
AnySoftKeyboard/AnySoftKeyboard,c72374bb96058cdc43774faff507c2406a346c0c,1
AnySoftKeyboard/AnySoftKeyboard,ef69711336bdd516c7e43c24a28bae346e901f6f,0
AnySoftKeyboard/AnySoftKeyboard,69e6e2c2bb1e31636fcddf040dafd188c877af42,0
AnySoftKeyboard/AnySoftKeyboard,59227209743abda444cb0230db5feb85717ccbd2,0
jlegewie/zotfile,66f33c170eae0dd1d5e0ff836336c9aee89d0493,0
jlegewie/zotfile,1f92dd5e44640574bb21a84b7fa6ddb18f015790,0
ninjaframework/ninja,83bda297a35bc06deab8b3a0af5b1e66e0041874,0
ninjaframework/ninja,9b0210401c0b9bb134566478953c34337c1ffea2,0
ninjaframework/ninja,3f876067d80a14739da2b9dd3c2a7ce0d37f8cf7,0
ninjaframework/ninja,5727ad5c3cb56cca2aa057f79332c36933463615,0
ninjaframework/ninja,46bc602a18565d0115f141432d6ea816bcd8bdb0,0
ninjaframework/ninja,ed1da5ce63188e0477e7119b11a1a2748f6d5d2c,2
ninjaframework/ninja,e9d9b252bfa0a78372a44597b8fd9a0f4ec6fd04,0
ninjaframework/ninja,3ed2875c72d10b1788f896ed2504dd66975c6e61,0
ninjaframework/ninja,8f95c8237b3021f50607b99fc7408df2e2fb42eb,1
ninjaframework/ninja,4f6c7c93a68b2aad722ebac17e5eb19ce332e33a,0
ninjaframework/ninja,6638bbc1049a96e698d7188e73bdd0f8a817611d,0
ninjaframework/ninja,94abc0798e97f916b901d32c7889d573d5ec02bf,0
ninjaframework/ninja,4c3af4a4add8f9170b1fff8951f3bb215c27b280,0
ninjaframework/ninja,bdff93f5c3d9a03e9af1ec46d36a9d0689874070,0
ninjaframework/ninja,24b647935d929dc3284e5a6a1d2b29944a71f031,0
ninjaframework/ninja,bdee71538cd43b1a40ef21a3614b7469f6765048,0
ninjaframework/ninja,0b7de03124f32190b30c7964a9f842554db24336,0
ninjaframework/ninja,5cebbec78f24ecf75b5029d2137b952cd31dc071,0
ninjaframework/ninja,50d538afa9182b7148518ea29e03c2ca3305e4ca,0
ninjaframework/ninja,fef83669648e6f6b5f470875cf4629ad0db937a5,0
ninjaframework/ninja,2317adceaa0b795b85df68d86c651a18e5ce1fed,0
ninjaframework/ninja,9e1373bdcc48654bbc09ce052279769d46f133c7,0
ninjaframework/ninja,fa944b9623ed01fae3e69d513d1cd6ff1f9504dc,0
ninjaframework/ninja,07506496db5cd8c60a16207b67b98953c823c646,0
ninjaframework/ninja,2470997920fed4b4e70917773a807858d20cbb39,0
ninjaframework/ninja,ac773f8dc0547a4b4e782b765460ad0e4f930fcd,0
ninjaframework/ninja,f350a7bb5e9c7745df0c7559709198d429266099,0
ninjaframework/ninja,25473c298a76042875b81d4e71ffc6c5ea071219,2
ninjaframework/ninja,1ce4859e5d0e169007d996fb38437f2e2fe4edd4,0
ninjaframework/ninja,c220b91e967f2bdcc900deb8f0ddefe3115b9b1b,0
ninjaframework/ninja,fe865f5879f4b9ee392d9ede1395173aa68d41fa,1
ninjaframework/ninja,7e9cc1a38bc766608c2d5a095de23842af19772b,0
ninjaframework/ninja,adf445a400d08fe1cfe9cf4c60adf703de712b8c,0
ninjaframework/ninja,1154f5bcfb5cbe7d41437f2b65ffa5fa88b62f92,0
ninjaframework/ninja,9ee4b4414edba3aa6d66b382d6f11ce50dba662e,0
ninjaframework/ninja,5df05682f071503a33911f44ea30cb34ea471fec,1
ninjaframework/ninja,335e2c3e80a2687ceb8ae90a08a6228ef6daef02,0
ninjaframework/ninja,3433078dc047336535d1741c07b19b63be821eb0,1
ninjaframework/ninja,31023bb0a35df765de8a307d58eaf2a6c939cb03,0
ninjaframework/ninja,22d32997a5479dc234aea2c99e1b8120ab5bbf98,0
ninjaframework/ninja,8090ab296b5a547e9e422d4a859e6ebb4632c2cf,0
ninjaframework/ninja,f6b595b7728bf4f978c778ea005941ffe2d0edb4,0
ninjaframework/ninja,37c25c982e0bc5eb2d3d5f5104aa01deb655280f,0
ninjaframework/ninja,59b8cab3719033d94482b27be6f3ae79677c3b35,0
ninjaframework/ninja,a9297bf4a8898478a3f4d16c0fb8b44225d57f77,0
ninjaframework/ninja,979e2f9e48865586697269a8a8a70ef4180c3721,0
ninjaframework/ninja,a9d2037ae44e0732d81b1f7b00aa604af521924f,0
ninjaframework/ninja,8d44a397c063fbfc46c3a6a3c6376982f14f7180,97
ninjaframework/ninja,9ba3a3b53e58ce3a7ae3465b219d56ecc2d87169,0
ninjaframework/ninja,3d3c57baf6428d487bec85b1b56a917fccba7d16,0
ninjaframework/ninja,8ac9b710bb041212c099a60cf2d3c0d66e2e97f2,0
ninjaframework/ninja,1969d534ee3092201c267bc17561f9e12c4cb978,499
ninjaframework/ninja,5d1dfc99e9b1d69c80d15a530adf06edfb7c8910,0
ninjaframework/ninja,7eeef07c9f06283973792bd752ac75f895ab9589,940
ninjaframework/ninja,33b4861eda250f4ea125c7df0687af43a875448d,0
ninjaframework/ninja,ec112d1046eafb25130ae3f64ce560f48cc41776,0
ninjaframework/ninja,52c7dae757574d842591885cc3c6315cf53f03cc,0
ninjaframework/ninja,412ff0df5e07c5cbc72b83018956dc0675211518,0
ninjaframework/ninja,46208862066efc96e80e6e91fccf06c39c1b5653,0
ninjaframework/ninja,b9be653264ad9de612e8b23b484e9a4a2e1adab7,0
ninjaframework/ninja,fe1237f21fd065e4a834be262563600e8da2f8b4,4
ninjaframework/ninja,807d52f24b73e6491280e9a2aa2e32a62c25ef72,0
ninjaframework/ninja,69c55037fdbff7edc0c7172ca7a6601154617abb,0
ninjaframework/ninja,ad35f5fd9b127bf86e19bdb730906003e06a87d3,0
ninjaframework/ninja,6150cd82dd997058e1ddfd478494dd2f889d1434,0
ninjaframework/ninja,98889435d1b2a00de15b2d543e84b0b6a98ddec4,0
ninjaframework/ninja,c1b29a1271161d6124721faaec9126a31755e015,0
ninjaframework/ninja,cc85a4be1aafa048e7f6951e3a2bf6afb9898845,0
ninjaframework/ninja,00dd4e6ee5fc7692b85b5762050d813f7c5e2890,0
ninjaframework/ninja,34625c6988c7ccb2f9f9f471eacad3207a9b6aec,0
ninjaframework/ninja,0dc0848caa4f2f191edf0039ef04d83f19479dc1,24
ninjaframework/ninja,6d0c12193e29e402ab2be680571cce7caa4493a8,0
ninjaframework/ninja,9de27c996d96a79ad1f6fa8f88f66a3e5be25539,0
ninjaframework/ninja,38d291dec8327f3e546395e867fcef7b367eb341,9
ninjaframework/ninja,4226a781a68883fdbd826bfb84d7e580f44ab83c,1
ninjaframework/ninja,89905cb186d04fbfc64a67a4e7f8d1102ffc473a,0
ninjaframework/ninja,5ca64b762f8873bcfe96a249b3bd445c7ddb0c9c,0
ninjaframework/ninja,82c7a9c59d9c8879a8d5b7f9bb6d34a1130c90da,0
ninjaframework/ninja,716ae6ba5d1fa97bf1050c308743457821e50189,0
ninjaframework/ninja,4a108e01106679e681755ba659a1523a037d460f,1
ninjaframework/ninja,fcf9118dde48db7e447bc4dd6cc4a0fd7e4f0917,0
ninjaframework/ninja,fb8837e92b7c761f15e2ff6bd156f779605df006,0
ninjaframework/ninja,6cdbe081933c4fca002801621228e6d61a2a6dc4,0
ninjaframework/ninja,711383e5669168fca27f9c8554d40cd237fb6d6a,1
ninjaframework/ninja,9057af99bb316c3b143663337f8715717000625a,0
ninjaframework/ninja,ca79c0a462b9d41b43002b0f5221f54db0bedd7f,0
ninjaframework/ninja,494bc7397af82c89b14d21957ef4f5dd1232e968,2
ninjaframework/ninja,6ef2a01439ab7b3d5b31fe3ea352ff6e2e78eeb8,0
ninjaframework/ninja,0f44dc8a4d3b619ac6eb49d5cf2db8c3bd0414c3,0
ninjaframework/ninja,7aa846caba9600a68697d4e8eb9e79d9b83e8fad,0
ninjaframework/ninja,d0097ad4595db6df0b2b168bec1dc8a4e84aae14,0
ninjaframework/ninja,607e45d79acf1e21f1f5a365ff95af1f9a61535e,0
ninjaframework/ninja,7ca56b0a4c503702ed124187ce239f69d5c444e0,2
ninjaframework/ninja,1b3f810b0e0910e7c2b3469e4b0740f8138ad268,0
ninjaframework/ninja,4585dfeeb6865a8e6020dfde2b66b5908939700a,0
ninjaframework/ninja,a3b998bc416da00fdc9bae2de12142bc361e8810,0
ninjaframework/ninja,908a780f011d7a08a245675b296164817b35efbf,0
ninjaframework/ninja,0f3d0fe95d7f2ddb8adcbd5a38a2cc91520a2972,0
ninjaframework/ninja,a61a1748c299a3e2f2cfed2c590b60f147ccae4e,0
ninjaframework/ninja,75f9508e318e12c7d3c481b25f2aa7d000ccd5f1,0
ninjaframework/ninja,5ee27aca86eeaefa7eff13b2b6185ace836754ae,0
ninjaframework/ninja,56f1acb5515ca8f14f28dc24f0ab13943bbcc270,0
ninjaframework/ninja,60f7810068a7802bafc4eb8c6e0b764fb582403b,0
ninjaframework/ninja,874b7600c922a3fb6876c971d500fb24d62f6d7d,0
ninjaframework/ninja,69155bcbb29c3eec869862d3a999661f78dcf77c,0
ninjaframework/ninja,e26e5b062a5193b63c12455cc8ad6c2e6ad06639,0
ninjaframework/ninja,f8b0385c3d98c980e7244b1308eafd255b511c27,0
